imgfile,saw,said_no,said_maybe,said_yes
B/inside/sun_aaeivpaottmutnqm.png,TRUE,26,5,3
B/inside/sun_aaiuzbtklnxpvzbv.png,TRUE,30,6,3
B/inside/sun_aajspcoepticvplv.png,TRUE,30,7,3
B/inside/sun_aamrqohnymdzzcsm.png,TRUE,27,2,3
B/inside/sun_aasdufdzroddfmmw.png,TRUE,19,11,3
B/inside/sun_aawzwijpmowksmpn.png,TRUE,24,5,3
B/inside/sun_accyvmvbgmzabmow.png,TRUE,23,3,3
B/outside_man/sun_abjgcvejnikiqaly.png,TRUE,11,4,3
B/outside_man/sun_abscglgenasvhlpp.png,TRUE,15,7,3
B/outside_nat/sun_aamepsrqelgzeleo.png,TRUE,14,5,3
B/outside_nat/sun_abdoxebvkrdofyyh.png,TRUE,12,9,3
A/inside/sun_akapxrydwpdgvlck.png,TRUE,30,7,2
A/inside/sun_aqjtevapheavsuzi.png,TRUE,33,3,2
A/inside/sun_atbyxovooehnzemf.png,TRUE,39,6,2
A/inside/sun_auzwhookgjmsmnrs.png,TRUE,32,3,2
A/inside/sun_azufbqqrxemnbupk.png,TRUE,32,2,2
A/inside/sun_bsmswguoyiamatyu.png,TRUE,22,2,2
A/outside_man/sun_aaipvtqzzpbvmhnb.png,TRUE,24,4,2
A/outside_man/sun_aampbyuzlgrcrygt.png,TRUE,26,6,2
A/outside_man/sun_agonfthpcwebmicc.png,TRUE,18,6,2
A/outside_man/sun_bfzqcqgupixpwrjl.png,TRUE,19,2,2
A/outside_nat/sun_bqrvvaeesruldqsk.png,TRUE,14,10,2
B/inside/sun_aaaezlmwnuubqwpb.png,TRUE,16,10,2
B/inside/sun_aaczmpbmprzjcofd.png,TRUE,29,2,2
B/inside/sun_aaeycnkjwmvweywi.png,TRUE,27,2,2
B/inside/sun_aajprzhesstyaktd.png,TRUE,25,5,2
B/inside/sun_aakejyolaigkvisc.png,TRUE,32,5,2
B/inside/sun_aamjvvtynbmxfheq.png,TRUE,26,7,2
B/inside/sun_aaruuebeoybyaqmu.png,TRUE,27,2,2
B/inside/sun_abbahynvuqekslgb.png,TRUE,26,1,2
B/inside/sun_abrfwthdzagzztaq.png,TRUE,22,6,2
B/inside/sun_abslarjcldcebort.png,TRUE,27,3,2
B/outside_man/sun_aaalcefznkjgkkdo.png,TRUE,19,7,2
B/outside_man/sun_aaoambggxfqxoibv.png,TRUE,17,4,2
B/outside_man/sun_aaxbnfjjlyocwwwo.png,TRUE,14,1,2
B/outside_man/sun_accbrnzxuvtlnfte.png,TRUE,11,6,2
B/outside_nat/sun_aaacmydfmcozlpel.png,TRUE,9,8,2
B/outside_nat/sun_aabhqzsffoeycgje.png,TRUE,15,4,2
B/outside_nat/sun_aacjsxcwmkbgvpmb.png,TRUE,18,4,2
B/outside_nat/sun_aadneptrbqhkzwag.png,TRUE,10,12,2
B/outside_nat/sun_aafblbfkfftldfxp.png,TRUE,16,6,2
B/outside_nat/sun_aagzczontectgtzw.png,TRUE,17,5,2
B/outside_nat/sun_aarnmhmjnoywelfb.png,TRUE,11,6,2
B/outside_nat/sun_aazwxarwchtbkpuq.png,TRUE,6,11,2
B/outside_nat/sun_abadecjsoottqgbp.png,TRUE,13,13,2
A/inside/sun_atkrisvsrzpbgyxu.png,TRUE,30,11,1
A/inside/sun_axxkwcascwurkymu.png,TRUE,31,4,1
A/outside_man/sun_bezqwfdkvrlqbokm.png,TRUE,21,2,1
A/outside_nat/sun_ajpdesmpmbcnhujq.png,TRUE,10,12,1
A/outside_nat/sun_anbimwjszaokyqiw.png,TRUE,20,5,1
A/outside_nat/sun_bdynfewnzhagkaes.png,TRUE,22,7,1
B/inside/sun_aanzabthnsqaomio.png,TRUE,24,7,1
B/inside/sun_aaoyqijdfqbzwraw.png,TRUE,25,3,1
B/inside/sun_aaylakcooequagux.png,TRUE,20,2,1
B/inside/sun_abrnurmopsgqkxvn.png,TRUE,24,5,1
B/inside/sun_abzoglkibwvlanfr.png,TRUE,27,2,1
B/outside_man/sun_aabgqlyidjxjvsvx.png,TRUE,17,6,1
B/outside_man/sun_aajuzribjrizdshh.png,TRUE,9,6,1
B/outside_man/sun_aanszwuidyonrpfe.png,TRUE,16,6,1
B/outside_man/sun_aavgffdllieopxov.png,TRUE,18,8,1
B/outside_man/sun_abnrpxwqomrizaxl.png,TRUE,15,3,1
B/outside_nat/sun_aaaxbrksvmdyrhpe.png,TRUE,12,5,1
B/outside_nat/sun_aacegqrsghanpufn.png,TRUE,24,1,1
B/outside_nat/sun_aaqyzvrweabdxjzo.png,TRUE,9,7,1
A/inside/sun_aaloiwdypreqzwnn.png,TRUE,34,4,0
A/inside/sun_artoiedgagfbgesn.png,TRUE,29,0,0
A/outside_nat/sun_bszkvmcyydyhpqdu.png,TRUE,15,8,0
A/outside_nat/sun_bymmpcljitwmrebr.png,TRUE,13,8,0
B/inside/sun_aaxzhukkwykojsek.png,TRUE,24,3,0
B/inside/sun_abwmjfnrmqjdltxn.png,TRUE,19,10,0
B/outside_man/sun_abjkwkawctptshmr.png,TRUE,12,8,0
