A/inside/sun_atkrisvsrzpbgyxu.png,30,5,4,10,3,4,1,19,NA,NA
A/inside/sun_atlilrtpaebzoyhp.png,25,5,2,18,NA,NA,2,18,2,5
A/inside/sun_audojkeusubmhhcn.png,18,9,2,17,NA,NA,6,20,3,1
A/inside/sun_auipycrgwmfcakvq.png,38,3,1,10,1,1,3,14,2,1
A/inside/sun_auywjwqsitnzurig.png,36,3,2,7,1,1,1,23,1,3
A/inside/sun_auzwhookgjmsmnrs.png,32,6,1,15,1,1,1,18,1,NA
A/inside/sun_axoigjlwlboezeqx.png,31,7,2,11,2,2,2,19,1,NA
A/inside/sun_axxkwcascwurkymu.png,31,4,3,13,NA,1,1,21,NA,NA
A/inside/sun_azufbqqrxemnbupk.png,32,4,1,17,NA,1,1,20,NA,1
A/inside/sun_baremcyvmmyztjyo.png,29,5,5,15,1,2,1,15,2,1
A/inside/sun_bcxxsjdyzkdxyrzz.png,32,5,NA,18,1,NA,1,18,1,1
A/inside/sun_bdalroxvuvnihofa.png,21,10,3,12,2,3,NA,22,1,3
A/inside/sun_bdmgmqsmmqkthilp.png,27,10,6,7,3,4,3,8,4,3
A/inside/sun_biumuljdnxnqtlcf.png,33,2,5,10,NA,1,3,19,1,3
A/inside/sun_blkzrscmyrliztij.png,23,12,6,14,3,NA,NA,16,1,2
A/inside/sun_bpmmdgszoqryjmdc.png,35,7,2,14,NA,2,1,14,2,NA
A/inside/sun_bsmswguoyiamatyu.png,22,13,NA,17,2,NA,NA,21,1,1
A/inside/sun_bxipjwerkfcyzyri.png,31,11,3,13,2,4,1,9,1,1
A/inside/sun_bxzowyjwupekdsyz.png,23,5,6,11,2,2,1,21,1,1
A/inside/sun_bzybqfaecwsubwwo.png,22,8,3,15,1,2,6,16,1,3
A/inside/sun_ciuexjuasoqmnysa.png,27,2,NA,15,2,1,1,24,2,3
A/inside/sun_driyvaqmmhjdxhuk.png,17,10,2,13,NA,3,1,23,2,5
A/inside/sun_dzuamfdvfbbjouau.png,24,4,3,16,NA,1,2,26,1,NA
A/outside_man/sun_aaafvavryivlwifa.png,11,13,9,4,5,1,4,13,1,6
A/outside_man/sun_aadopnnweznhggye.png,15,3,3,11,NA,2,1,12,1,4
A/outside_man/sun_aaipvtqzzpbvmhnb.png,24,11,1,9,2,1,NA,12,1,1
A/outside_man/sun_aampbyuzlgrcrygt.png,26,10,3,9,2,1,2,9,NA,NA
A/outside_man/sun_abcpbpidmlveztau.png,15,3,1,9,2,NA,5,22,3,2
A/outside_man/sun_abmwkkexqzjttlyv.png,17,5,2,11,1,2,3,15,1,4
A/outside_man/sun_acljdhtouiwvalkv.png,19,3,3,10,1,2,3,11,NA,5
A/outside_man/sun_acojhtjciuciuhey.png,18,3,3,7,3,5,2,17,NA,1
A/outside_man/sun_advvqhvtshxmmuea.png,17,9,5,14,1,1,1,17,NA,3
A/outside_man/sun_aggowhzjwlerlnxs.png,23,7,NA,12,1,NA,3,17,1,NA
A/outside_man/sun_agonfthpcwebmicc.png,18,11,3,6,2,1,2,12,NA,NA
A/outside_man/sun_ahsknmkvyzjvzpic.png,16,4,3,12,2,NA,3,12,2,6
A/outside_man/sun_amfbqueyljxzfmur.png,12,7,2,4,5,3,2,22,NA,2
A/outside_man/sun_amiicpnvbwxskvmh.png,17,6,5,4,3,1,2,17,3,1
A/outside_man/sun_aofpsyendjarjvaw.png,21,7,2,12,NA,1,3,11,NA,3
A/outside_man/sun_apmhvwjpoidrgomc.png,13,12,7,5,2,NA,4,6,6,6
A/outside_man/sun_aputwudvfhsgcsgg.png,23,1,2,10,1,NA,NA,28,1,2
A/outside_man/sun_aqmtgbkdkyckgdyy.png,14,14,4,4,1,6,6,6,1,3
A/outside_man/sun_aqvlqqorjorxjwnh.png,14,8,4,7,NA,2,2,19,2,6
A/outside_man/sun_astlunkqpzghjdau.png,15,7,3,12,NA,1,2,11,1,7
A/outside_man/sun_auprwsaegvmiaiwa.png,13,14,6,5,3,3,2,8,1,7
A/outside_man/sun_azxxdozadjohyntn.png,16,3,4,9,NA,3,3,9,2,9
A/outside_man/sun_bcwijeqsgwzynmea.png,19,8,4,7,1,1,4,16,NA,NA
A/outside_man/sun_bdehddycgcokjyqy.png,28,3,3,10,NA,NA,NA,13,2,2
A/outside_man/sun_bezqwfdkvrlqbokm.png,21,2,1,15,1,NA,1,13,NA,NA
A/outside_man/sun_bfzqcqgupixpwrjl.png,19,9,NA,17,2,NA,1,12,NA,1
A/outside_man/sun_bgxdivhitpqnkgdr.png,19,5,1,21,NA,NA,1,9,1,2
A/outside_man/sun_bjeuogjtlonvfbet.png,17,5,1,10,NA,1,1,22,NA,2
A/outside_man/sun_bntjemdeuiznfwzl.png,21,8,4,12,NA,2,2,15,1,1
A/outside_man/sun_bqyrpmzmnorhqiuj.png,22,3,3,7,2,NA,2,12,2,6
A/outside_man/sun_bwlcxhprfyrowoam.png,20,5,2,3,1,NA,NA,21,1,2
A/outside_nat/sun_aatvwcgvlmswovhv.png,13,12,1,5,2,2,3,9,NA,3
A/outside_nat/sun_adeqcskxygdmtcul.png,8,15,3,6,3,2,4,10,2,3
A/outside_nat/sun_afjxqaxhirjblfsw.png,19,7,3,5,2,5,1,12,1,2
A/outside_nat/sun_ahqrsjhcscxlyxuq.png,21,4,4,12,NA,NA,3,8,NA,NA
A/outside_nat/sun_ailgpfxuysdriobj.png,18,2,1,5,1,3,2,19,1,1
A/outside_nat/sun_aipbvhhqfltkzbkb.png,15,15,4,9,NA,3,6,5,1,3
A/outside_nat/sun_ajdttxqzdyzrxwgb.png,17,6,1,10,NA,NA,5,13,4,2
A/outside_nat/sun_ajpdesmpmbcnhujq.png,10,14,5,8,4,3,NA,12,NA,1
A/outside_nat/sun_amorhjceepsevpie.png,9,19,7,4,1,1,3,8,NA,3
A/outside_nat/sun_anbimwjszaokyqiw.png,20,10,3,7,1,1,1,9,NA,NA
A/outside_nat/sun_ancumhmsbxcihhtp.png,14,17,4,1,3,2,3,6,3,2
A/outside_nat/sun_aofakjvzflfwxapl.png,10,11,2,9,1,2,1,15,2,2
A/outside_nat/sun_apxdlklioepthkgw.png,20,5,6,5,1,1,1,10,2,3
A/outside_nat/sun_atairfpicwcmswbb.png,8,21,5,2,3,4,7,3,3,2
A/outside_nat/sun_atjvpizdlvlfluni.png,16,11,5,7,3,1,NA,3,4,1
A/outside_nat/sun_atkmuptskkmzkdpk.png,14,15,4,8,NA,3,3,3,1,NA
A/outside_nat/sun_avyaxgkxlaeedguu.png,10,6,8,7,NA,NA,NA,9,3,2
A/outside_nat/sun_axmvhnqbyqknulko.png,18,10,3,10,NA,3,4,13,2,2
A/outside_nat/sun_azwqfihcsoflfihf.png,4,15,1,12,3,5,6,8,NA,3
A/outside_nat/sun_bdtazuhapgwbydoi.png,22,9,2,8,4,2,2,10,1,2
A/outside_nat/sun_bdynfewnzhagkaes.png,22,5,4,12,3,NA,1,7,NA,NA
A/outside_nat/sun_bgdsdzkbpjwsdvzg.png,11,7,4,7,1,1,1,6,NA,5
A/outside_nat/sun_bgibqzzsihgolcxc.png,14,16,6,3,1,1,7,3,1,2
A/outside_nat/sun_bgqsphccbnklxlqu.png,13,19,2,7,4,2,3,6,NA,3
A/outside_nat/sun_birbwwpwtfeczupo.png,6,12,4,2,1,3,2,7,3,9
A/outside_nat/sun_biykcvrzhhhqlcep.png,5,21,11,7,3,2,3,4,2,2
A/outside_nat/sun_bkkgqovtrozgolhf.png,11,17,4,9,3,1,NA,6,3,3
A/outside_nat/sun_blyaxgejkrkfutoi.png,10,17,10,5,2,3,3,6,3,2
A/outside_nat/sun_bpqombtghzcbglwk.png,12,16,6,9,3,1,3,8,NA,2
A/outside_nat/sun_bqrvvaeesruldqsk.png,14,8,4,14,3,3,1,8,1,NA
A/outside_nat/sun_bszkvmcyydyhpqdu.png,15,7,4,12,1,3,NA,7,NA,NA
A/outside_nat/sun_bvtpjuydnnzmqcwv.png,12,12,8,9,3,2,1,7,1,4
A/outside_nat/sun_bymmpcljitwmrebr.png,13,13,3,8,3,2,NA,13,NA,NA
A/outside_nat/sun_bzvypibloyofysgl.png,15,10,1,10,1,5,1,5,1,3
B/inside/sun_0ktvuinccdrmemdb.png,21,10,3,7,NA,2,2,18,NA,1
B/inside/sun_aaaezlmwnuubqwpb.png,16,16,6,2,3,1,1,18,1,NA
B/inside/sun_aaczmpbmprzjcofd.png,29,4,NA,8,1,1,1,22,1,NA
B/inside/sun_aaeivpaottmutnqm.png,26,4,3,8,2,NA,1,20,1,1
B/inside/sun_aaeycnkjwmvweywi.png,27,3,NA,8,NA,2,NA,22,NA,2
B/inside/sun_aafkyzekyiexahmz.png,23,11,4,5,4,1,3,11,NA,1
B/inside/sun_aaguxgrqaehrwaip.png,27,5,1,4,2,NA,3,20,3,2
B/inside/sun_aahutlxpfsmsmmqi.png,21,6,4,10,1,5,3,12,1,2
B/inside/sun_aaiuzbtklnxpvzbv.png,30,9,4,5,1,1,1,12,NA,2
B/inside/sun_aajprzhesstyaktd.png,25,13,4,9,NA,1,1,11,NA,1
B/inside/sun_aajspcoepticvplv.png,30,7,4,6,2,1,2,12,NA,1
B/inside/sun_aajuhnhxgwkyyrwb.png,24,NA,1,5,NA,1,2,28,2,3
B/inside/sun_aakejyolaigkvisc.png,32,6,2,7,1,2,1,11,1,NA
B/inside/sun_aakuktqwgbgavllp.png,25,3,2,8,NA,NA,1,18,1,4
B/inside/sun_aamjvvtynbmxfheq.png,26,12,4,5,2,1,NA,13,1,1
B/inside/sun_aampvkbsihnfucrn.png,26,10,2,7,NA,2,2,12,NA,2
B/inside/sun_aamrqohnymdzzcsm.png,27,9,1,7,NA,1,1,17,1,1
B/inside/sun_aanbmbnyyowsobsg.png,19,14,3,7,NA,2,3,13,2,1
B/inside/sun_aanvbkentoawqquo.png,10,12,6,6,3,1,5,16,6,1
B/inside/sun_aanzabthnsqaomio.png,24,4,3,4,4,NA,1,23,NA,NA
B/inside/sun_aaoyqijdfqbzwraw.png,25,6,NA,7,1,2,NA,25,1,NA
B/inside/sun_aaqhalpndqfclyti.png,22,8,3,8,3,3,1,11,2,2
B/inside/sun_aaqqcbxvhtgfloyu.png,16,10,4,7,4,1,4,15,3,2
B/inside/sun_aaruuebeoybyaqmu.png,27,6,2,5,NA,NA,NA,24,1,1
B/inside/sun_aasdufdzroddfmmw.png,19,8,7,5,3,1,1,17,1,1
B/inside/sun_aatezwwkfesvyuij.png,19,9,4,4,1,1,3,21,3,NA
B/inside/sun_aawjsoxboluadxgw.png,17,14,4,11,1,NA,1,14,NA,3
B/inside/sun_aawpvmrpwqvdtgzt.png,16,5,2,9,1,1,1,23,1,7
B/inside/sun_aawzwijpmowksmpn.png,24,8,1,5,1,3,2,18,1,NA
B/inside/sun_aaxoyiyedszmasjo.png,25,2,NA,9,6,NA,1,14,4,5
B/inside/sun_aaxzhukkwykojsek.png,24,4,2,15,1,NA,NA,21,NA,NA
B/inside/sun_aaydtryfnfbvlvli.png,18,3,1,7,NA,2,3,24,3,2
B/inside/sun_aaylakcooequagux.png,20,10,2,11,NA,NA,NA,22,1,NA
B/inside/sun_abaergayifsgacxt.png,19,12,5,6,1,1,4,11,3,3
B/inside/sun_abakyssezpogcttw.png,13,13,7,7,3,2,2,13,2,2
B/inside/sun_abbahynvuqekslgb.png,26,2,NA,3,1,NA,1,29,1,NA
B/inside/sun_abfapslzvjbwpbfq.png,21,6,2,4,NA,1,5,19,2,5
B/inside/sun_abmbwwayihjktmqb.png,18,13,NA,5,3,1,5,16,2,NA
B/inside/sun_abntrinbqbsqoowj.png,22,7,5,7,3,1,3,15,NA,3
B/inside/sun_abqowuarvqqcnipn.png,18,5,2,7,1,NA,4,22,6,2
B/inside/sun_abrfwthdzagzztaq.png,22,11,3,6,1,2,2,17,NA,NA
B/inside/sun_abrnurmopsgqkxvn.png,24,15,3,4,NA,2,1,16,NA,NA
B/inside/sun_abrqvtngwzzkyunp.png,19,7,4,10,1,NA,3,16,1,3
B/inside/sun_abslarjcldcebort.png,27,4,1,12,1,1,2,18,NA,NA
B/inside/sun_abwmjfnrmqjdltxn.png,19,7,6,8,2,2,NA,14,NA,NA
B/inside/sun_abzjxlmkwnwzimua.png,21,8,2,7,2,1,3,20,NA,2
B/inside/sun_abzoglkibwvlanfr.png,27,6,NA,9,1,1,1,20,NA,NA
B/inside/sun_accyvmvbgmzabmow.png,23,7,2,12,NA,1,3,17,NA,NA
B/inside/sun_acerznjesvvkvymi.png,19,7,1,8,3,1,3,16,3,3
B/outside_man/sun_aaalcefznkjgkkdo.png,19,4,5,4,NA,2,NA,12,NA,2
B/outside_man/sun_aaancoinbvtdypbc.png,19,4,2,6,3,NA,1,8,2,1
B/outside_man/sun_aabgqlyidjxjvsvx.png,17,3,5,6,1,NA,NA,15,1,NA
B/outside_man/sun_aacclhfjjpnqvtbz.png,17,4,4,7,1,1,1,14,1,2
B/outside_man/sun_aafcenazuuykcysr.png,16,2,5,9,2,2,3,2,5,1
B/outside_man/sun_aajumnzgihznlagm.png,14,5,5,3,1,2,3,10,2,NA
B/outside_man/sun_aajuzribjrizdshh.png,9,7,2,8,3,1,1,15,NA,NA
B/outside_man/sun_aanszwuidyonrpfe.png,16,6,2,6,2,2,1,14,NA,NA
B/outside_man/sun_aaoambggxfqxoibv.png,17,2,2,8,NA,2,NA,14,NA,2
B/outside_man/sun_aavgffdllieopxov.png,18,4,4,3,3,1,NA,14,1,NA
B/outside_man/sun_aawwwkzunboneeyy.png,20,3,2,3,NA,2,1,15,3,4
B/outside_man/sun_aaxbnfjjlyocwwwo.png,14,4,NA,6,NA,1,NA,24,2,NA
B/outside_man/sun_aaxirkpajectciho.png,15,5,1,7,2,1,1,17,1,2
B/outside_man/sun_aaxppqqoemukaosc.png,16,6,4,6,1,NA,2,13,1,1
B/outside_man/sun_aazepdqhrojqunox.png,12,6,2,3,NA,2,4,18,NA,NA
B/outside_man/sun_abccjavmhpzzenxf.png,14,4,1,8,1,2,2,11,2,NA
B/outside_man/sun_abgbtmeglahqlsmz.png,14,5,NA,5,1,NA,NA,18,5,1
B/outside_man/sun_abiwezihcfaufuiw.png,14,6,2,4,2,1,4,15,1,NA
B/outside_man/sun_abjgcvejnikiqaly.png,11,7,1,8,2,1,NA,14,1,2
B/outside_man/sun_abjkwkawctptshmr.png,12,9,7,9,1,NA,NA,11,NA,NA
B/outside_man/sun_abnrpxwqomrizaxl.png,15,6,1,9,1,1,NA,12,1,NA
B/outside_man/sun_abscglgenasvhlpp.png,15,4,6,10,1,NA,2,4,NA,1
B/outside_man/sun_absfbbobjbzkaliz.png,22,6,NA,2,NA,1,1,13,NA,3
B/outside_man/sun_abspkwkylqkddaxr.png,9,5,2,4,3,2,1,15,1,2
B/outside_man/sun_abtzbdcoykoqzupl.png,21,6,2,3,2,1,2,10,1,1
B/outside_man/sun_abumpirxzvwuqwvp.png,13,10,2,4,NA,2,NA,9,3,4
B/outside_man/sun_abuxdbyqfhrcggnx.png,20,4,NA,4,2,NA,2,11,2,1
B/outside_man/sun_abvparldyjthmojd.png,13,6,2,7,NA,2,2,13,2,4
B/outside_man/sun_accbrnzxuvtlnfte.png,11,7,1,9,4,1,1,13,NA,1
B/outside_man/sun_accnapeyuiitgzxz.png,8,7,1,5,1,5,3,10,3,6
B/outside_man/sun_acebwlwlbivavdcn.png,15,2,2,5,1,3,4,14,NA,2
B/outside_man/sun_acevqiqryuokiacc.png,10,13,2,3,2,1,2,10,3,2
B/outside_man/sun_acfkaobymiptdeij.png,16,6,1,10,NA,NA,4,12,NA,NA
B/outside_nat/sun_aaacmydfmcozlpel.png,9,14,7,6,1,NA,2,7,NA,NA
B/outside_nat/sun_aaansjgvhbrbxvvk.png,10,15,3,NA,1,3,5,6,3,5
B/outside_nat/sun_aaarffxrewgissla.png,8,9,2,4,2,1,1,10,3,4
B/outside_nat/sun_aaaxbrksvmdyrhpe.png,12,4,2,6,1,2,1,22,NA,NA
B/outside_nat/sun_aabhqzsffoeycgje.png,15,15,2,1,2,NA,1,8,NA,1
B/outside_nat/sun_aabtemlmesogqbbp.png,8,8,2,4,1,1,3,15,NA,4
B/outside_nat/sun_aacbgqunsjqeatcv.png,22,7,2,7,1,NA,3,8,1,NA
B/outside_nat/sun_aacegqrsghanpufn.png,24,2,NA,8,1,NA,1,12,NA,NA
B/outside_nat/sun_aacgcodmtsyjjmbx.png,6,6,6,7,5,2,2,9,1,3
B/outside_nat/sun_aacjsxcwmkbgvpmb.png,18,2,1,4,3,NA,NA,15,1,1
B/outside_nat/sun_aadneptrbqhkzwag.png,10,17,6,1,2,4,1,7,1,NA
B/outside_nat/sun_aafblbfkfftldfxp.png,16,7,4,6,2,NA,1,11,1,NA
B/outside_nat/sun_aafqfjpechscyidz.png,11,9,2,5,2,5,5,8,2,NA
B/outside_nat/sun_aagkrwwxayqfeara.png,10,12,3,4,4,4,1,7,2,3
B/outside_nat/sun_aagzczontectgtzw.png,17,4,4,8,NA,1,1,10,1,NA
B/outside_nat/sun_aaivblcmcmxaurgo.png,9,14,5,5,5,4,2,8,1,2
B/outside_nat/sun_aajnqdxhijoxoqzu.png,9,7,4,9,NA,5,4,9,1,1
B/outside_nat/sun_aalcoddsgakiyibg.png,9,11,1,9,3,1,2,7,1,8
B/outside_nat/sun_aalltyvjhbzhkmvg.png,13,7,3,6,3,3,1,7,1,3
B/outside_nat/sun_aalxbocnraukuels.png,20,4,2,4,NA,2,1,8,3,3
B/outside_nat/sun_aalzlpkakxhogvru.png,8,15,2,7,1,2,1,8,3,2
B/outside_nat/sun_aamepsrqelgzeleo.png,14,7,2,7,NA,3,2,11,NA,1
B/outside_nat/sun_aamsdbqhyyzabsdt.png,10,9,1,4,1,5,1,13,2,1
B/outside_nat/sun_aanfjwabnufovale.png,16,7,2,12,1,1,1,2,1,6
B/outside_nat/sun_aaqyzvrweabdxjzo.png,9,8,NA,7,2,5,1,17,NA,NA
B/outside_nat/sun_aarnmhmjnoywelfb.png,11,11,3,4,NA,3,2,12,NA,NA
B/outside_nat/sun_aavmchfjuxkpmnuv.png,13,3,1,2,NA,2,2,15,2,2
B/outside_nat/sun_aazwxarwchtbkpuq.png,6,11,6,6,1,4,1,13,NA,1
B/outside_nat/sun_abadecjsoottqgbp.png,13,6,5,3,3,5,1,9,1,NA
B/outside_nat/sun_abaifaanomiouwiq.png,8,9,4,6,4,2,1,3,2,1
B/outside_nat/sun_abdoxebvkrdofyyh.png,12,10,4,5,2,3,1,14,1,1
B/outside_nat/sun_abfqnimhfodrmbor.png,16,4,4,6,4,3,1,9,2,2
B/outside_nat/sun_acfggivnbgypvwex.png,11,16,7,4,3,1,2,5,2,NA
